model,k,x,p_yes,p_no,sum,is_correct,p_err
Qwen/Qwen3-4B-instruct-2507,1,353,0.9999998807907248,8.152020714470167e-09,0.9999998889427454,True,1.1920927533992653e-07
Qwen/Qwen3-4B-instruct-2507,2,353,6.82560337633487e-08,0.9999991655356624,0.999999233791696,False,8.344643376290151e-07
Qwen/Qwen3-4B-instruct-2507,3,353,3.726599862258728e-06,0.999985933501902,0.9999896601017644,False,1.4066498097986546e-05
Qwen/Qwen3-4B-instruct-2507,4,353,3.224174437983862e-08,0.9999961853172864,0.9999962175590308,False,3.814682713709771e-06
Qwen/Qwen3-4B-instruct-2507,5,353,0.9770186640292616,0.0229772742832996,0.9999959383125612,False,0.9770227257167003
Qwen/Qwen3-4B-instruct-2507,6,353,3.65346130838794e-08,0.9999936819476216,0.9999937184822348,False,6.318052378384564e-06
Qwen/Qwen3-4B-instruct-2507,7,353,0.9999198977744738,7.484583384938425e-05,0.9999947436083232,False,0.9999251541661506
Qwen/Qwen3-4B-instruct-2507,8,353,2.2159362976111183e-08,0.9999938011552556,0.9999938233146188,False,6.198844744287335e-06
Qwen/Qwen3-4B-instruct-2507,9,353,9.93102383337044e-08,0.9999831917733144,0.9999832910835528,False,1.680822668570503e-05
Qwen/Qwen3-4B-instruct-2507,10,353,5.602796437537268e-09,0.999999284744746,0.9999992903475424,False,7.152552541356272e-07
Qwen/Qwen3-4B-instruct-2507,11,353,4.005735065816981e-05,0.9998011984301816,0.9998412557808398,False,0.0001988015698183
Qwen/Qwen3-4B-instruct-2507,12,353,1.3440358680137724e-08,0.99999582769221,0.9999958411325688,False,4.172307789929164e-06
Qwen/Qwen3-4B-instruct-2507,13,353,1.0676653175439955e-06,0.9999634040871428,0.9999644717524604,False,3.659591285720687e-05
Qwen/Qwen3-4B-instruct-2507,14,353,4.1399140299392984e-08,0.9999936819476216,0.999993723346762,False,6.318052378384564e-06
Qwen/Qwen3-4B-instruct-2507,15,353,2.5109847877326692e-08,0.999994397195003,0.9999944223048508,False,5.602804996951427e-06
Qwen/Qwen3-4B-instruct-2507,16,353,9.237414423963841e-09,0.9999963045256736,0.9999963137630878,False,3.695474326548265e-06
Qwen/Qwen3-4B-instruct-2507,17,353,6.475742196971513e-07,0.9999679337281996,0.9999685813024194,False,3.206627180030175e-05
Qwen/Qwen3-4B-instruct-2507,18,353,1.7257729238158885e-08,0.9999945164027224,0.9999945336604515,False,5.483597277700092e-06
Qwen/Qwen3-4B-instruct-2507,19,353,3.466218324713492e-07,0.999968291333751,0.9999686379555834,False,3.170866624901958e-05
Qwen/Qwen3-4B-instruct-2507,20,353,9.237432042950414e-09,0.9999984502816872,0.9999984595191193,False,1.549718312787718e-06
Qwen/Qwen3-4B-instruct-2507,1,351,0.9999998807907248,1.0467401794744658e-08,0.9999998912581264,True,1.1920927533992653e-07
Qwen/Qwen3-4B-instruct-2507,2,351,1.4449774900307768e-07,0.9999979734461776,0.9999981179439263,False,2.026553822531696e-06
Qwen/Qwen3-4B-instruct-2507,3,351,0.999999642372252,4.1399377187851675e-08,0.9999996837716292,True,3.576277478600787e-07
Qwen/Qwen3-4B-instruct-2507,4,351,3.653447371565659e-08,0.9999897481064004,0.999989784640874,False,1.0251893599599882e-05
Qwen/Qwen3-4B-instruct-2507,5,351,0.0109868158490206,0.9890017489379418,0.9999885647869624,False,0.0109982510620582
Qwen/Qwen3-4B-instruct-2507,6,351,2.561191067392888e-06,0.9999619736836096,0.9999645348746772,False,3.802631639027165e-05
Qwen/Qwen3-4B-instruct-2507,7,351,0.6790577261974895,0.3207641381170268,0.9998218643145164,False,0.6792358618829731
Qwen/Qwen3-4B-instruct-2507,8,351,3.2241313908982893e-08,0.9999831917733144,0.9999832240146282,False,1.680822668570503e-05
Qwen/Qwen3-4B-instruct-2507,9,351,0.9999985694905718,8.76423150298272e-08,0.9999986571328868,True,1.430509428246296e-06
Qwen/Qwen3-4B-instruct-2507,10,351,4.9444410711567335e-09,0.9999988079084972,0.9999988128529382,False,1.1920915028440504e-06
